show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s851,Movie,The Last Love,David Fincher,Alia Bhatt; Shah Rukh Khan; Robert Downey Jr.,South Korea,"March 19, 2017",1986,PG,155 min,"Sci-Fi & Fantasy, Horror Movies, Thrillers","A Sci-Fi & Fantasy story set in South Korea, following Shah Rukh Khan on an unexpected journey."
s852,TV Show,Battle for Memories,James Cameron,Dhanush; Chris Hemsworth,Spain,"June 18, 2023",2006,PG,5 Seasons,"Anime, Horror Movies","In Spain, a group of strangers cross paths in this emotional Anime."
s853,TV Show,The Last Silence,Rajkumar Hirani,Emma Stone; Ranbir Kapoor,Brazil,"April 17, 2021",2012,PG-13,8 Seasons,"Comedies, Crime TV Shows","When everything goes wrong, Ranbir Kapoor must fight to set things right in this Comedies."
s854,Movie,Echoes of Empire,Martin Scorsese,Ram Charan; Emma Stone,Spain,"January 23, 2016",2008,PG-13,161 min,"Thrillers, Sci-Fi & Fantasy","Ram Charan stars in this gripping Thrillers about choices, fate, and second chances."
s855,TV Show,Rise of Revenge,Rajkumar Hirani,Emma Stone; N. T. Rama Rao Jr.; Deepika Padukone,South Korea,"February 26, 2016",1999,PG,4 Seasons,"Kids' TV, Horror Movies","N. T. Rama Rao Jr. stars in this gripping Kids' TV about choices, fate, and second chances."
s856,Movie,Escape from Code,Patty Jenkins,Leonardo DiCaprio; Vijay Deverakonda; Deepika Padukone; Shah Rukh Khan,Brazil,"September 04, 2021",2006,TV-G,172 min,"Documentaries, Horror Movies","In Brazil, a group of strangers cross paths in this emotional Documentaries."
s857,Movie,The Last Time,Greta Gerwig,Ryan Gosling; Ram Charan; Vijay Deverakonda,Germany,"January 17, 2020",1999,R,152 min,"Romantic Movies, Dramas, Anime","Ram Charan stars in this gripping Romantic Movies about choices, fate, and second chances."
s858,TV Show,Shadows of Chaos,Greta Gerwig,Scarlett Johansson; Alia Bhatt,Brazil,"January 14, 2023",1996,PG-13,6 Seasons,"Dramas, Anime, Mystery","Scarlett Johansson stars in this gripping Dramas about choices, fate, and second chances."
s859,TV Show,Legend of Love,Greta Gerwig,Prabhas; Alia Bhatt,United Kingdom,"August 26, 2018",2010,TV-PG,8 Seasons,"Dramas, Crime TV Shows, Documentaries","A Dramas story set in United Kingdom, following Alia Bhatt on an unexpected journey."
s860,Movie,Echoes of Kings,Christopher Nolan,Emma Stone; Ranbir Kapoor; Deepika Padukone; Leonardo DiCaprio,South Korea,"March 10, 2018",1987,R,97 min,"Mystery, Horror Movies","Leonardo DiCaprio stars in this gripping Mystery about choices, fate, and second chances."
s861,Movie,Secret of Storm,Patty Jenkins,Scarlett Johansson; Deepika Padukone; Robert Downey Jr.,South Korea,"October 01, 2017",2000,PG,149 min,"Thrillers, Crime TV Shows, Mystery","A Thrillers story set in South Korea, following Robert Downey Jr. on an unexpected journey."
s862,Movie,Shadows of Silence,S. S. Rajamouli,Emma Stone; Ram Charan; Leonardo DiCaprio; N. T. Rama Rao Jr.,South Korea,"May 19, 2023",1993,TV-14,121 min,"Anime, Crime TV Shows","In South Korea, a group of strangers cross paths in this emotional Anime."
s863,TV Show,Shadows of Destiny,Patty Jenkins,Chris Hemsworth; Prabhas; Robert Downey Jr.; Emma Stone,France,"October 17, 2019",2005,TV-G,8 Seasons,"Dramas, Kids' TV","A Dramas story set in France, following Emma Stone on an unexpected journey."
s864,TV Show,Rise of Queens,Rajkumar Hirani,Tom Cruise; Vijay Deverakonda; Leonardo DiCaprio,Brazil,"October 02, 2015",1984,PG,2 Seasons,"Crime TV Shows, Kids' TV","A Crime TV Shows story set in Brazil, following Leonardo DiCaprio on an unexpected journey."
s865,TV Show,Shadows of Empire,Patty Jenkins,Scarlett Johansson; N. T. Rama Rao Jr.; Robert Downey Jr.; Dhanush,Brazil,"November 01, 2019",1997,R,8 Seasons,"Mystery, Thrillers","A heartfelt Mystery exploring family, friendship, and dreams in Brazil."
s866,TV Show,Shadows of Time,Zoya Akhtar,Ram Charan; Dhanush; Chris Hemsworth; Scarlett Johansson,Australia,"April 18, 2018",1980,PG,7 Seasons,"Dramas, Documentaries","In Australia, a group of strangers cross paths in this emotional Dramas."
s867,Movie,Echoes of Kota,Patty Jenkins,Emma Stone; Deepika Padukone; Shah Rukh Khan; Vijay Deverakonda,Brazil,"March 31, 2017",2016,PG-13,171 min,"Kids' TV, Sci-Fi & Fantasy","In Brazil, a group of strangers cross paths in this emotional Kids' TV."
s868,Movie,Chronicles of Revenge,S. S. Rajamouli,Robert Downey Jr.; N. T. Rama Rao Jr.,United Kingdom,"January 21, 2021",2002,TV-MA,121 min,"Horror Movies, Mystery","N. T. Rama Rao Jr. stars in this gripping Horror Movies about choices, fate, and second chances."
s869,TV Show,Secret of Kings,Greta Gerwig,Scarlett Johansson; N. T. Rama Rao Jr.,Germany,"April 22, 2015",1988,R,2 Seasons,"Romantic Movies, Crime TV Shows","When everything goes wrong, Scarlett Johansson must fight to set things right in this Romantic Movies."
s870,Movie,Echoes of Revenge,Zoya Akhtar,N. T. Rama Rao Jr.; Alia Bhatt; Dhanush,France,"August 14, 2021",1987,TV-MA,102 min,"Crime TV Shows, Action & Adventure","When everything goes wrong, N. T. Rama Rao Jr. must fight to set things right in this Crime TV Shows."
s871,TV Show,The Last Destiny,Spike Lee,Ram Charan; Alia Bhatt; Dhanush,India,"December 20, 2023",2012,PG-13,8 Seasons,"Documentaries, Crime TV Shows","When everything goes wrong, Alia Bhatt must fight to set things right in this Documentaries."
s872,TV Show,Legend of Kings,S. S. Rajamouli,Ryan Gosling; Ranbir Kapoor; Ram Charan,India,"November 14, 2019",1999,TV-14,2 Seasons,"Thrillers, Anime, Dramas","In India, a group of strangers cross paths in this emotional Thrillers."
s873,Movie,Mystery of Queens,Martin Scorsese,Leonardo DiCaprio; Tom Cruise,United States,"June 08, 2016",2013,TV-14,97 min,"Mystery, Dramas, Thrillers","In United States, a group of strangers cross paths in this emotional Mystery."
s874,TV Show,The Last Memories,Patty Jenkins,Leonardo DiCaprio; Scarlett Johansson; Prabhas,United Kingdom,"October 25, 2020",1989,TV-PG,3 Seasons,"Horror Movies, Action & Adventure","In United Kingdom, a group of strangers cross paths in this emotional Horror Movies."
s875,TV Show,Voices in Time,James Cameron,Deepika Padukone; Tom Cruise; Leonardo DiCaprio,United States,"October 14, 2023",1981,PG-13,1 Seasons,"Anime, Action & Adventure","A heartfelt Anime exploring family, friendship, and dreams in United States."
s876,TV Show,Secret of Code,Patty Jenkins,Leonardo DiCaprio; Prabhas; Robert Downey Jr.; Chris Hemsworth,Germany,"July 01, 2017",1985,R,2 Seasons,"Comedies, Crime TV Shows, Anime","Chris Hemsworth stars in this gripping Comedies about choices, fate, and second chances."
s877,Movie,Escape from Kings,Greta Gerwig,Vijay Deverakonda; Dhanush; Ranbir Kapoor,United Kingdom,"August 15, 2018",2014,PG-13,158 min,"Thrillers, Anime","Ranbir Kapoor stars in this gripping Thrillers about choices, fate, and second chances."
s878,Movie,Chronicles of Storm,David Fincher,Ranbir Kapoor; N. T. Rama Rao Jr.; Prabhas; Alia Bhatt,Brazil,"December 03, 2015",1986,TV-PG,131 min,"Documentaries, Sci-Fi & Fantasy","In Brazil, a group of strangers cross paths in this emotional Documentaries."
s879,TV Show,City of Destiny,Spike Lee,Deepika Padukone; N. T. Rama Rao Jr.; Prabhas,Germany,"September 25, 2019",2003,TV-PG,3 Seasons,"Kids' TV, Romantic Movies","Deepika Padukone stars in this gripping Kids' TV about choices, fate, and second chances."
s880,Movie,City of Universe,Martin Scorsese,Robert Downey Jr.; Ram Charan; N. T. Rama Rao Jr.; Alia Bhatt,United Kingdom,"June 14, 2019",2000,TV-MA,153 min,"Anime, Horror Movies, Sci-Fi & Fantasy","When everything goes wrong, Alia Bhatt must fight to set things right in this Anime."
s881,Movie,Echoes of Chaos,Zoya Akhtar,Deepika Padukone; Vijay Deverakonda; Shah Rukh Khan; Robert Downey Jr.,Mexico,"February 18, 2018",2012,PG-13,123 min,"Action & Adventure, Romantic Movies, Crime TV Shows","A Action & Adventure story set in Mexico, following Robert Downey Jr. on an unexpected journey."
s882,TV Show,Secret of Empire,Rajkumar Hirani,Prabhas; N. T. Rama Rao Jr.; Leonardo DiCaprio,France,"March 15, 2022",1981,PG,3 Seasons,"Comedies, Crime TV Shows","A heartfelt Comedies exploring family, friendship, and dreams in France."
s883,TV Show,Secret of Warrior,Martin Scorsese,Tom Cruise; Shah Rukh Khan; Scarlett Johansson,Japan,"December 06, 2015",2012,TV-14,7 Seasons,"Crime TV Shows, Action & Adventure","A Crime TV Shows story set in Japan, following Tom Cruise on an unexpected journey."
s884,Movie,Dreams of Chaos,Spike Lee,Ryan Gosling; Deepika Padukone; Tom Cruise; N. T. Rama Rao Jr.,United Kingdom,"April 24, 2021",2013,PG,86 min,"Crime TV Shows, Kids' TV, Sci-Fi & Fantasy","In United Kingdom, a group of strangers cross paths in this emotional Crime TV Shows."
s885,Movie,The Last Time,S. S. Rajamouli,Leonardo DiCaprio; Emma Stone; Dhanush; Tom Cruise,Canada,"June 15, 2024",1989,PG,158 min,"Romantic Movies, Documentaries","When everything goes wrong, Dhanush must fight to set things right in this Romantic Movies."
s886,TV Show,Echoes of Time,Zoya Akhtar,Emma Stone; Prabhas; Ryan Gosling,Spain,"January 02, 2015",1984,PG-13,5 Seasons,"Sci-Fi & Fantasy, Dramas","Emma Stone stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s887,TV Show,Legend of Kota,Martin Scorsese,N. T. Rama Rao Jr.; Vijay Deverakonda,United Kingdom,"March 31, 2022",2006,R,4 Seasons,"Sci-Fi & Fantasy, Comedies, Documentaries","A Sci-Fi & Fantasy story set in United Kingdom, following Vijay Deverakonda on an unexpected journey."
s888,Movie,Mystery of Memories,David Fincher,Ranbir Kapoor; Emma Stone; Vijay Deverakonda,Germany,"February 14, 2015",1987,PG,119 min,"Crime TV Shows, Mystery","When everything goes wrong, Ranbir Kapoor must fight to set things right in this Crime TV Shows."
s889,TV Show,Escape from Time,S. S. Rajamouli,Dhanush; Prabhas; Robert Downey Jr.; N. T. Rama Rao Jr.,Mexico,"October 30, 2018",1997,TV-MA,7 Seasons,"Documentaries, Mystery","When everything goes wrong, Prabhas must fight to set things right in this Documentaries."
s890,TV Show,City of Empire,David Fincher,Alia Bhatt; Robert Downey Jr.; Ryan Gosling; Tom Cruise,Australia,"September 13, 2024",2003,TV-14,8 Seasons,"Mystery, Romantic Movies, Dramas","In Australia, a group of strangers cross paths in this emotional Mystery."
s891,TV Show,Journey to Warrior,James Cameron,Emma Stone; Scarlett Johansson; Vijay Deverakonda; Ranbir Kapoor,Germany,"December 07, 2015",1980,TV-MA,8 Seasons,"Sci-Fi & Fantasy, Documentaries, Thrillers","A Sci-Fi & Fantasy story set in Germany, following Vijay Deverakonda on an unexpected journey."
s892,TV Show,Echoes of Revenge,Rajkumar Hirani,N. T. Rama Rao Jr.; Tom Cruise; Deepika Padukone; Emma Stone,France,"June 22, 2015",1986,PG,2 Seasons,"Kids' TV, Comedies","A heartfelt Kids' TV exploring family, friendship, and dreams in France."
s893,TV Show,Chronicles of Love,Anubhav Sinha,Robert Downey Jr.; Leonardo DiCaprio; Emma Stone; N. T. Rama Rao Jr.,South Korea,"July 22, 2024",2009,PG,1 Seasons,"Romantic Movies, Mystery, Dramas","A Romantic Movies story set in South Korea, following Leonardo DiCaprio on an unexpected journey."
s894,TV Show,Escape from Queens,S. S. Rajamouli,Ram Charan; N. T. Rama Rao Jr.; Chris Hemsworth,Mexico,"February 14, 2020",1996,PG-13,6 Seasons,"Horror Movies, Documentaries","In Mexico, a group of strangers cross paths in this emotional Horror Movies."
s895,TV Show,Secret of Memories,Spike Lee,Deepika Padukone; N. T. Rama Rao Jr.; Dhanush; Prabhas,Canada,"April 06, 2021",2015,TV-PG,6 Seasons,"Mystery, Horror Movies, Action & Adventure","In Canada, a group of strangers cross paths in this emotional Mystery."
s896,TV Show,Echoes of Time,Patty Jenkins,Shah Rukh Khan; Leonardo DiCaprio; Ram Charan; Ranbir Kapoor,India,"February 05, 2023",1985,TV-PG,7 Seasons,"Horror Movies, Mystery, Action & Adventure","In India, a group of strangers cross paths in this emotional Horror Movies."
s897,TV Show,Legend of Queens,Karan Johar,Dhanush; Vijay Deverakonda; Leonardo DiCaprio,United Kingdom,"November 21, 2016",2000,TV-MA,2 Seasons,"Sci-Fi & Fantasy, Kids' TV, Mystery","A heartfelt Sci-Fi & Fantasy exploring family, friendship, and dreams in United Kingdom."
s898,Movie,Journey to Kota,Anubhav Sinha,Prabhas; Alia Bhatt; Robert Downey Jr.; Ram Charan,Mexico,"September 15, 2021",2005,TV-G,113 min,"Action & Adventure, Kids' TV, Romantic Movies","A Action & Adventure story set in Mexico, following Ram Charan on an unexpected journey."
s899,TV Show,Chronicles of Code,Patty Jenkins,Prabhas; Leonardo DiCaprio; Alia Bhatt; Shah Rukh Khan,United States,"October 04, 2017",2015,TV-14,5 Seasons,"Dramas, Documentaries, Mystery","When everything goes wrong, Leonardo DiCaprio must fight to set things right in this Dramas."
s900,Movie,Rise of Universe,Martin Scorsese,Tom Cruise; Alia Bhatt,United States,"August 13, 2024",2019,R,136 min,"Romantic Movies, Anime","A heartfelt Romantic Movies exploring family, friendship, and dreams in United States."
s901,TV Show,Shadows of Universe,Spike Lee,Ryan Gosling; N. T. Rama Rao Jr.; Dhanush,Spain,"November 02, 2019",2003,PG-13,4 Seasons,"Horror Movies, Comedies, Action & Adventure","Dhanush stars in this gripping Horror Movies about choices, fate, and second chances."
s902,Movie,Legend of Love,S. S. Rajamouli,Vijay Deverakonda; Deepika Padukone; Leonardo DiCaprio; Robert Downey Jr.,Australia,"July 22, 2017",2002,TV-PG,169 min,"Thrillers, Anime","When everything goes wrong, Vijay Deverakonda must fight to set things right in this Thrillers."
s903,TV Show,City of Silence,Zoya Akhtar,Ram Charan; Robert Downey Jr.; Prabhas; Chris Hemsworth,Japan,"January 11, 2020",2015,TV-PG,1 Seasons,"Horror Movies, Action & Adventure, Comedies","In Japan, a group of strangers cross paths in this emotional Horror Movies."
s904,TV Show,Dreams of Warrior,Spike Lee,Vijay Deverakonda; Scarlett Johansson,Mexico,"July 28, 2023",1988,R,4 Seasons,"Thrillers, Documentaries, Crime TV Shows","In Mexico, a group of strangers cross paths in this emotional Thrillers."
s905,Movie,Mystery of Empire,Patty Jenkins,Ram Charan; Prabhas; N. T. Rama Rao Jr.; Deepika Padukone,Brazil,"July 31, 2021",2000,TV-G,80 min,"Kids' TV, Horror Movies","A heartfelt Kids' TV exploring family, friendship, and dreams in Brazil."
s906,Movie,Return of Empire,Rajkumar Hirani,Leonardo DiCaprio; Ryan Gosling; Alia Bhatt,Canada,"September 29, 2021",1991,TV-G,103 min,"Dramas, Action & Adventure, Romantic Movies","A heartfelt Dramas exploring family, friendship, and dreams in Canada."
s907,TV Show,Return of Kota,Anubhav Sinha,Vijay Deverakonda; Prabhas; Ram Charan,Germany,"January 19, 2017",1986,PG-13,6 Seasons,"Action & Adventure, Horror Movies, Crime TV Shows","When everything goes wrong, Prabhas must fight to set things right in this Action & Adventure."
s908,Movie,Shadows of Empire,David Fincher,Prabhas; Leonardo DiCaprio; Shah Rukh Khan,India,"November 15, 2020",1996,TV-MA,157 min,"Dramas, Mystery","A Dramas story set in India, following Prabhas on an unexpected journey."
s909,Movie,Mystery of Memories,Christopher Nolan,N. T. Rama Rao Jr.; Ranbir Kapoor; Chris Hemsworth,Australia,"April 26, 2021",2003,TV-G,88 min,"Action & Adventure, Mystery","A heartfelt Action & Adventure exploring family, friendship, and dreams in Australia."
s910,Movie,The Last Love,Karan Johar,Ranbir Kapoor; Tom Cruise,Germany,"June 09, 2021",1991,R,170 min,"Action & Adventure, Crime TV Shows","A heartfelt Action & Adventure exploring family, friendship, and dreams in Germany."
s911,Movie,Rise of Love,Greta Gerwig,Alia Bhatt; Leonardo DiCaprio; Emma Stone,United Kingdom,"August 14, 2021",2013,TV-14,92 min,"Anime, Thrillers","When everything goes wrong, Leonardo DiCaprio must fight to set things right in this Anime."
s912,TV Show,The Last Code,Zoya Akhtar,Prabhas; Leonardo DiCaprio,Canada,"February 06, 2019",1989,TV-14,8 Seasons,"Sci-Fi & Fantasy, Dramas, Romantic Movies","A heartfelt Sci-Fi & Fantasy exploring family, friendship, and dreams in Canada."
s913,Movie,Legend of Silence,Rajkumar Hirani,Emma Stone; Dhanush,Japan,"April 25, 2021",2016,TV-PG,148 min,"Crime TV Shows, Kids' TV, Sci-Fi & Fantasy","When everything goes wrong, Emma Stone must fight to set things right in this Crime TV Shows."
s914,Movie,Legend of Memories,Greta Gerwig,Ram Charan; Scarlett Johansson; Dhanush; Vijay Deverakonda,India,"July 01, 2020",1981,R,93 min,"Horror Movies, Thrillers, Anime","A Horror Movies story set in India, following Dhanush on an unexpected journey."
s915,Movie,The Last Destiny,David Fincher,Tom Cruise; Dhanush,Australia,"May 22, 2023",2016,PG,102 min,"Thrillers, Dramas, Crime TV Shows","When everything goes wrong, Dhanush must fight to set things right in this Thrillers."
s916,Movie,Voices in Revenge,Karan Johar,Robert Downey Jr.; Ram Charan; Dhanush; Emma Stone,France,"April 14, 2023",2012,PG,102 min,"Crime TV Shows, Mystery, Dramas","When everything goes wrong, Robert Downey Jr. must fight to set things right in this Crime TV Shows."
s917,Movie,Chronicles of Code,David Fincher,Emma Stone; Robert Downey Jr.; Ryan Gosling; Alia Bhatt,South Korea,"April 26, 2017",2016,TV-PG,158 min,"Dramas, Anime","In South Korea, a group of strangers cross paths in this emotional Dramas."
s918,Movie,City of Storm,David Fincher,Emma Stone; Prabhas; Scarlett Johansson; Alia Bhatt,Germany,"May 24, 2024",2005,TV-MA,99 min,"Action & Adventure, Thrillers","A heartfelt Action & Adventure exploring family, friendship, and dreams in Germany."
s919,TV Show,The Last Warrior,David Fincher,Deepika Padukone; Scarlett Johansson; Ryan Gosling; Chris Hemsworth,France,"March 27, 2024",2006,R,5 Seasons,"Sci-Fi & Fantasy, Horror Movies, Thrillers","A Sci-Fi & Fantasy story set in France, following Chris Hemsworth on an unexpected journey."
s920,TV Show,City of Kings,Martin Scorsese,Shah Rukh Khan; Robert Downey Jr.; Emma Stone; Dhanush,India,"October 12, 2016",2011,TV-MA,3 Seasons,"Crime TV Shows, Action & Adventure, Documentaries","In India, a group of strangers cross paths in this emotional Crime TV Shows."
